Country Name,"Country Code","Series","Series Code","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Australia,"AUS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37524","1.37978","1.35921","1.34045","1.49705","","1.49499","1.52242","1.52689","1.52973","1.55094","1.55126","1.56168","","1.42456","1.42521","1.48791","","1.46778","",""
Australia,"AUS","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04225","1.05257","1.19362","",""
Austria,"AUT","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.51731","59.8752","59.00241","57.3715","57.31266","58.858","57.63033","49.82917","59.95519","62.6304","63.83534","59.83388","59.60949","58.68516","58.71894","58.69577","59.69076","59.06569","58.05242","","",""
Austria,"AUT","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.8616","72.52799","70.68904","73.11719","72.16083","68.671","67.72824","58.26438","68.30021","73.4382","72.38039","68.15839","70.03261","65.87105","65.51952","65.20733","66.66179","66.0112","65.23385","","",""
Austria,"AUT","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.82234","50.8317","46.9831","38.60126","41.35479","41.0566","43.80636","42.29548","43.27154","43.01941","56.7878","49.93642","50.97147","53.23187","55.1879","55.819","56.98774","56.31537","55.23499","","",""
Austria,"AUT","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.33055","33.85616","34.37269","35.29978","","",""
Austria,"AUT","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.50403","41.56003","42.15922","42.95825","","",""
Austria,"AUT","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.53414","26.49551","26.9557","28.03941","","",""
Austria,"AUT","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62977","1.56857","1.56402","1.53207","","",""
Austria,"AUT","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35492","1.34684","1.33741","1.35924","1.51404","1.65336","1.64503","1.60489","1.59829","1.47706","1.51139","1.72543","1.77556","1.76253","1.76351","4.13244","4.0434","4.14432","4.08094","4.05182","",""
Azerbaijan,"AZE","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Azerbaijan,"AZE","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Azerbaijan,"AZE","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Azerbaijan,"AZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.12964","14.07715","14.31817","16.06301","15.42285","16.29332","","","14.80591","15.34963","16.93816","15.42774","15.41417","17.55388","17.67493","16.08691","17.2759","19.45418","",""
Azerbaijan,"AZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.70202","10.42765","10.99011","13.67889","12.17734","14.61622","","","12.77316","13.64076","15.20638","14.23771","14.06847","16.56273","16.4318","15.76729","16.72988","20.46954","",""
Azerbaijan,"AZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.34","17.83667","17.65598","18.3501","18.90112","17.89593","","","16.85743","17.06621","18.70173","16.62472","16.70327","18.49314","18.84718","16.38289","17.78169","18.52024","",""
Azerbaijan,"AZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.69765","0.58462","0.62246","0.74544","0.64427","0.81673","","","0.75772","0.79928","0.8131","0.85642","0.84226","0.89561","0.87184","0.96242","0.94085","1.10525","",""
Azerbaijan,"AZE","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.86201","0.84275","0.84501","1.43482","0.90296","0.89442","0.91471","0.89909","0.91292","0.93362","0.92492","0.93536","0.94005",""
"Bahamas, The","BHS","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahamas, The","BHS","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10776","","","","","","","","","","","","","",""
Bahrain,"BHR","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.60463","","","","","","",""
Bahrain,"BHR","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahrain,"BHR","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahrain,"BHR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1182","","10.42432","8.96639","","","","","","","","","20.45988","21.97235","20.91749","21.18145",""
Bahrain,"BHR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.34046","","20","18.16436","","","","","","","","","30.82952","35.0954","34.20245","34.58102",""
Bahrain,"BHR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36725","","4.56535","3.61769","","","","","","","","","13.37889","13.22561","12.28283","12.32815",""
Bahrain,"BHR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55578","","4.38083","5.02099","","","","","","","","","2.30434","2.65359","2.78458","2.80505",""
Bahrain,"BHR","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59243","0.52356","0.51453","0.61457","0.52006","0.62887","0.66559","","","","","","","","","0.72954","0.69588","0.67608","0.52918",""
Bangladesh,"BGD","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.36287","49.48805","","80.4895","","","","","59.52228","","",""
Bangladesh,"BGD","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.86474","55.9615","59.9711","79.81065","","","","","31.51351","","",""
Bangladesh,"BGD","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.55004","52.25343","54.22003","76.38911","","","","","72.3173","","",""
Bangladesh,"BGD","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.83754","5.02358","","","","","5.5362","5.10115","","","","","","","","","",""
Bangladesh,"BGD","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28275","3.50174","","","","","","","","","","","","","","","",""
Bangladesh,"BGD","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.33824","6.49063","","","","","","","","","","","","","","","",""
